;track;artist;genre;time;date.entered;date.peaked;Week;Ranking;New_time;timedelta;entered_to_datetime;peaked_to_datetime
1063;Hanginaround;Counting Crows;Rock;4:07;1999-11-06;2000-01-29;4;60;0:4:07;0 days 00:04:07.000000000;1999-11-06;2000-01-29
1064;Shackles (Praise You);Mary Mary;Rock;3:12;2000-03-25;2000-05-13;4;54;0:3:12;0 days 00:03:12.000000000;2000-03-25;2000-05-13
1065;Crybaby;Carey, Mariah;Rock;5:19;2000-06-24;2000-06-24;4;62;0:5:19;0 days 00:05:19.000000000;2000-06-24;2000-06-24
1066;My Best Friend;McGraw, Tim;Country;4:33;1999-11-27;2000-01-29;4;64;0:4:33;0 days 00:04:33.000000000;1999-11-27;2000-01-29
1067;Falls Apart;Sugar Ray;Rock;4:15;2000-01-15;2000-02-19;4;40;0:4:15;0 days 00:04:15.000000000;2000-01-15;2000-02-19
1068;American Pie;Madonna;Rock;4:30;2000-02-19;2000-03-04;4;29;0:4:30;0 days 00:04:30.000000000;2000-02-19;2000-03-04
1069;Where I Wanna Be;Jones, Donell;Rock;6:22;2000-04-22;2000-07-08;4;50;0:6:22;0 days 00:06:22.000000000;2000-04-22;2000-07-08
1070;We Danced;Paisley, Brad;Country;3:45;2000-10-14;2000-12-16;4;52;0:3:45;0 days 00:03:45.000000000;2000-10-14;2000-12-16
1071;What About Now;Lonestar;Country;3:30;2000-06-10;2000-08-19;4;64;0:3:30;0 days 00:03:30.000000000;2000-06-10;2000-08-19
1072;The One;Backstreet Boys, The;Rock;3:46;2000-05-27;2000-07-01;4;37;0:3:46;0 days 00:03:46.000000000;2000-05-27;2000-07-01
1073;How Do You Like Me Now?!;Keith, Toby;Country;3:29;2000-01-29;2000-04-08;4;53;0:3:29;0 days 00:03:29.000000000;2000-01-29;2000-04-08
1074;The Best Day;Strait, George;Country;3:24;2000-01-29;2000-04-22;4;45;0:3:24;0 days 00:03:24.000000000;2000-01-29;2000-04-22
1075;Without You;Dixie Chicks, The;Country;3:32;2000-10-07;2000-12-23;4;56;0:3:32;0 days 00:03:32.000000000;2000-10-07;2000-12-23
1076;Just Friends (Sunny);Musiq;Rap;4:02;2000-10-14;2000-12-30;4;55;0:4:02;0 days 00:04:02.000000000;2000-10-14;2000-12-30
1077;What Do You Say;McEntire, Reba;Country;3:26;1999-10-30;2000-01-29;4;71;0:3:26;0 days 00:03:26.000000000;1999-10-30;2000-01-29
1078;Just Be A Man About It;Braxton, Toni;Rock;4:10;2000-07-29;2000-09-02;4;42;0:4:10;0 days 00:04:10.000000000;2000-07-29;2000-09-02
1079;Rhythm Divine;Iglesias, Enrique;Latin;7:35;1999-12-04;2000-01-22;4;67;0:7:35;0 days 00:07:35.000000000;1999-12-04;2000-01-22
1080;I Will Love Again;Fabian, Lara;Pop;3:43;2000-06-10;2000-08-12;4;61;0:3:43;0 days 00:03:43.000000000;2000-06-10;2000-08-12
1081;It's My Life;Bon Jovi;Rock;3:44;2000-08-12;2000-09-30;4;51;0:3:44;0 days 00:03:44.000000000;2000-08-12;2000-09-30
1082;Born To Fly;Evans, Sara;Country;5:36;2000-10-21;2000-12-30;4;57;0:5:36;0 days 00:05:36.000000000;2000-10-21;2000-12-30
1083;I Lost It;Chesney, Kenny;Country;3:54;2000-10-21;2000-12-23;4;58;0:3:54;0 days 00:03:54.000000000;2000-10-21;2000-12-23
1084;One Night Stand;J-Shin;R&B;4:34;1999-12-25;2000-02-26;4;74;0:4:34;0 days 00:04:34.000000000;1999-12-25;2000-02-26
1085;Love Is Blind;Eve;Rap;3:51;2000-01-08;2000-02-19;4;46;0:3:51;0 days 00:03:51.000000000;2000-01-08;2000-02-19
1086;I Don't Wanna;Aaliyah;Rock;4:15;2000-01-29;2000-03-04;4;41;0:4:15;0 days 00:04:15.000000000;2000-01-29;2000-03-04
1087;The Little Girl;Montgomery, John Michael;Country;3:52;2000-09-09;2000-10-28;4;56;0:3:52;0 days 00:03:52.000000000;2000-09-09;2000-10-28
1088;Aaron's Party (Come Get It);Carter, Aaron;R&B;3:23;2000-08-26;2000-09-16;4;35;0:3:23;0 days 00:03:23.000000000;2000-08-26;2000-09-16
1089;Just Another Day In Paradise;Vassar, Phil;Country;3:54;2000-09-30;2000-12-02;4;67;0:3:54;0 days 00:03:54.000000000;2000-09-30;2000-12-02
1090;You Can Do It;Ice Cube;Rap;4:20;1999-12-04;2000-01-15;4;42;0:4:20;0 days 00:04:20.000000000;1999-12-04;2000-01-15
1091;Back At One;Wills, Mark;Country;4:00;2000-01-15;2000-02-26;4;43;0:4:00;0 days 00:04:00.000000000;2000-01-15;2000-02-26
1092;Dance Tonight;Lucy Pearl;R&B;3:45;2000-05-20;2000-07-29;4;59;0:3:45;0 days 00:03:45.000000000;2000-05-20;2000-07-29
1093;It Must Be Love;Jackson, Alan;Country;2:53;2000-06-24;2000-09-02;4;63;0:2:53;0 days 00:02:53.000000000;2000-06-24;2000-09-02
1094;She's More;Griggs, Andy;Country;3:19;2000-03-11;2000-06-10;4;67;0:3:19;0 days 00:03:19.000000000;2000-03-11;2000-06-10
1095;Simple Kind Of Life;No Doubt;Rock;4:11;2000-07-01;2000-07-22;4;38;0:4:11;0 days 00:04:11.000000000;2000-07-01;2000-07-22
1096;911;Jean, Wyclef;Rap;4:00;2000-10-07;2000-11-25;4;61;0:4:00;0 days 00:04:00.000000000;2000-10-07;2000-11-25
1097;Prayin' For Daylight;Rascal Flatts;Country;3:36;2000-05-06;2000-08-12;4;68;0:3:36;0 days 00:03:36.000000000;2000-05-06;2000-08-12
1098;Graduation (Friends Forever);Vitamin C;Rock;4:23;2000-04-15;2000-06-10;4;54;0:4:23;0 days 00:04:23.000000000;2000-04-15;2000-06-10
1099;One Voice;Gilman, Billy;Country;4:07;2000-06-17;2000-09-02;4;72;0:4:07;0 days 00:04:07.000000000;2000-06-17;2000-09-02
1100;Smile;Lonestar;Country;3:33;1999-12-18;2000-02-12;4;80;0:3:33;0 days 00:03:33.000000000;1999-12-18;2000-02-12
1101;Buy Me A Rose;Rogers, Kenny;Country;3:46;2000-03-11;2000-05-06;4;65;0:3:46;0 days 00:03:46.000000000;2000-03-11;2000-05-06
1102;Lessons Learned;Lawrence, Tracy;Country;2:55;2000-01-29;2000-04-08;4;61;0:2:55;0 days 00:02:55.000000000;2000-01-29;2000-04-08
1103;Go On;Strait, George;Country;3:48;2000-08-26;2000-10-28;4;56;0:3:48;0 days 00:03:48.000000000;2000-08-26;2000-10-28
1104;Got To Get It;Sisqo;Rock;3:52;1999-11-20;2000-01-22;4;58;0:3:52;0 days 00:03:52.000000000;1999-11-20;2000-01-22
1105;Who Let The Dogs Out;Baha Men;R&B;3:17;2000-07-22;2000-10-21;4;76;0:3:17;0 days 00:03:17.000000000;2000-07-22;2000-10-21
1106;The Chain Of Love;Walker, Clay;Country;5:03;2000-04-15;2000-06-10;4;57;0:5:03;0 days 00:05:03.000000000;2000-04-15;2000-06-10
1107;Love's The Only House;McBride, Martina;Country;5:13;2000-02-05;2000-04-15;4;58;0:5:13;0 days 00:05:13.000000000;2000-02-05;2000-04-15
1108;Sexual (Li Da Di);Amber;Rock;4:38;1999-07-17;2000-02-12;4;96;0:4:38;0 days 00:04:38.000000000;1999-07-17;2000-02-12
1109;Kiss This;Tippin, Aaron;Country;2:53;2000-08-26;2000-10-21;4;53;0:2:53;0 days 00:02:53.000000000;2000-08-26;2000-10-21
1110;I Will.. But;SheDaisy;Country;3:40;2000-07-15;2000-09-16;4;61;0:3:40;0 days 00:03:40.000000000;2000-07-15;2000-09-16
1111;Couldn't Last A Moment;Raye, Collin;Country;3:40;2000-03-18;2000-06-24;4;73;0:3:40;0 days 00:03:40.000000000;2000-03-18;2000-06-24
1112;Whoa!;Black Rob;Rap;4:04;2000-03-04;2000-04-15;4;52;0:4:04;0 days 00:04:04.000000000;2000-03-04;2000-04-15
1113;Pop A Top;Jackson, Alan;Country;3:04;1999-11-13;2000-01-22;4;64;0:3:04;0 days 00:03:04.000000000;1999-11-13;2000-01-22
1114;Been There;Black, Clint;Country;5:28;2000-02-19;2000-04-15;4;58;0:5:28;0 days 00:05:28.000000000;2000-02-19;2000-04-15
1115;The Light;Common;Rap;3:55;2000-08-05;2000-09-09;4;49;0:3:55;0 days 00:03:55.000000000;2000-08-05;2000-09-09
1116;Carlene;Vassar, Phil;Country;4:07;2000-03-04;2000-04-22;4;64;0:4:07;0 days 00:04:07.000000000;2000-03-04;2000-04-22
1117;www.memory;Jackson, Alan;Country;2:36;2000-11-04;2000-12-23;4;54;0:2:36;0 days 00:02:36.000000000;2000-11-04;2000-12-23
1118;The Itch;Vitamin C;Rock;3:30;2000-12-02;2000-12-16;4;52;0:3:30;0 days 00:03:30.000000000;2000-12-02;2000-12-16
1119;G'D Up;Eastsidaz, The;Rap;4:27;2000-01-08;2000-02-12;4;64;0:4:27;0 days 00:04:27.000000000;2000-01-08;2000-02-12
1120;Whatever;Ideal;R&B;3:48;2000-06-10;2000-08-19;4;73;0:3:48;0 days 00:03:48.000000000;2000-06-10;2000-08-19
1121;Emotional;Thomas, Carl;Rock;4:31;2000-11-25;2000-12-30;4;58;0:4:31;0 days 00:04:31.000000000;2000-11-25;2000-12-30
1122;None Of Ur Friends Business;Ginuwine;Rock;4:12;1999-12-11;2000-01-22;4;71;0:4:12;0 days 00:04:12.000000000;1999-12-11;2000-01-22
1123;Unconditional;Davidson, Clay;Country;3:56;2000-03-25;2000-06-17;4;90;0:3:56;0 days 00:03:56.000000000;2000-03-25;2000-06-17
1124;What You Want;DMX;Rap;4:05;2000-07-01;2000-09-23;4;87;0:4:05;0 days 00:04:05.000000000;2000-07-01;2000-09-23
1125;Someday Out Of The Blue;John, Elton;Rock;4:41;2000-04-22;2000-05-06;4;59;0:4:41;0 days 00:04:41.000000000;2000-04-22;2000-05-06
1126;Nothing As It Seems;Pearl Jam;Rock;5:20;2000-05-13;2000-05-13;4;89;0:5:20;0 days 00:05:20.000000000;2000-05-13;2000-05-13
1127;The Best Of Me;Mya;Rock;4:12;2000-04-15;2000-05-20;4;62;0:4:12;0 days 00:04:12.000000000;2000-04-15;2000-05-20
1128;Flowers On The Wall;Heatherly, Eric;Country;3:16;2000-04-29;2000-08-12;4;82;0:3:16;0 days 00:03:16.000000000;2000-04-29;2000-08-12
1129;Stan;Eminem;Rap;5:26;2000-11-04;2000-12-02;4;57;0:5:26;0 days 00:05:26.000000000;2000-11-04;2000-12-02
1130;I'll Be;McEntire, Reba;Country;4:23;2000-05-13;2000-07-29;4;72;0:4:23;0 days 00:04:23.000000000;2000-05-13;2000-07-29
1131;Feelin' Good;Lopez, Jennifer;Latin;4:28;2000-02-19;2000-04-08;4;54;0:4:28;0 days 00:04:28.000000000;2000-02-19;2000-04-08
1132;Your Everything;Urban, Keith;Country;4:10;2000-07-15;2000-09-16;4;73;0:4:10;0 days 00:04:10.000000000;2000-07-15;2000-09-16
1133;Dear Lie;TLC;Rock;4:36;2000-02-12;2000-03-04;4;51;0:4:36;0 days 00:04:36.000000000;2000-02-12;2000-03-04
1134;Feels Like Love;Gill, Vince;Country;4:13;2000-09-02;2000-11-18;4;73;0:4:13;0 days 00:04:13.000000000;2000-09-02;2000-11-18
1135;Could I Have This Kiss Forever;Houston, Whitney;Rock;3:54;2000-06-17;2000-08-05;4;67;0:3:54;0 days 00:03:54.000000000;2000-06-17;2000-08-05
1136;The Bad Touch;Bloodhound Gang;R&B;4:20;2000-03-18;2000-04-15;4;55;0:4:20;0 days 00:04:20.000000000;2000-03-18;2000-04-15
1137;Angels;Williams, Robbie;Rock;3:56;1999-11-20;2000-01-22;4;69;0:3:56;0 days 00:03:56.000000000;1999-11-20;2000-01-22
1138;Because You Love Me;Messina, Jo Dee;Country;3:50;2000-01-29;2000-03-11;4;71;0:3:50;0 days 00:03:50.000000000;2000-01-29;2000-03-11
1139;Country Comes To Town;Keith, Toby;Country;3:39;2000-08-05;2000-10-14;4;69;0:3:39;0 days 00:03:39.000000000;2000-08-05;2000-10-14
1140;Girls Dem Sugar;Beenie Man;Reggae;4:17;2000-10-21;2000-12-02;4;56;0:4:17;0 days 00:04:17.000000000;2000-10-21;2000-12-02
1141;Let's Make Love;Hill, Faith;Rap;4:11;2000-08-12;2000-10-21;4;73;0:4:11;0 days 00:04:11.000000000;2000-08-12;2000-10-21
1142;Caught Out There;Kelis;R&B;4:09;1999-12-04;2000-01-08;4;63;0:4:09;0 days 00:04:09.000000000;1999-12-04;2000-01-08
1143;Anything;Jay-Z;Rap;3:41;2000-02-26;2000-03-11;4;55;0:3:41;0 days 00:03:41.000000000;2000-02-26;2000-03-11
1144;Loser;3 Doors Down;Rock;4:24;2000-10-21;2000-12-02;4;69;0:4:24;0 days 00:04:24.000000000;2000-10-21;2000-12-02
1145;You'll Always Be Loved By Me;Brooks & Dunn;Country;2:58;2000-06-10;2000-09-09;4;85;0:2:58;0 days 00:02:58.000000000;2000-06-10;2000-09-09
1146;What I Need To Do;Chesney, Kenny;Country;4:05;2000-04-01;2000-06-10;4;72;0:4:05;0 days 00:04:05.000000000;2000-04-01;2000-06-10
1147;No More Rain (In This Cloud);Stone, Angie;R&B;4:42;1999-12-25;2000-01-22;4;66;0:4:42;0 days 00:04:42.000000000;1999-12-25;2000-01-22
1148;That's What I'm Looking For;Da Brat;Rap;3:44;2000-02-26;2000-04-15;4;60;0:3:44;0 days 00:03:44.000000000;2000-02-26;2000-04-15
1149;This Woman Needs;SheDaisy;Country;3:20;2000-02-05;2000-03-04;4;67;0:3:20;0 days 00:03:20.000000000;2000-02-05;2000-03-04
1150;Last Resort;Papa Roach;Rock;3:19;2000-07-29;2000-12-02;4;69;0:3:19;0 days 00:03:19.000000000;2000-07-29;2000-12-02
1151;Open My Heart;Adams, Yolanda;Gospel;5:30;2000-08-26;2000-10-21;4;69;0:5:30;0 days 00:05:30.000000000;2000-08-26;2000-10-21
1152;Bad Boyz;Shyne;Rap;4:22;2000-09-09;2000-10-28;4;90;0:4:22;0 days 00:04:22.000000000;2000-09-09;2000-10-28
1153;The Great Beyond;R.E.M.;Rock;4:10;1999-12-25;2000-01-29;4;62;0:4:10;0 days 00:04:10.000000000;1999-12-25;2000-01-29
1154;It's Always Somethin';Diffie, Joe;Country;2:55;2000-08-12;2000-09-16;4;63;0:2:55;0 days 00:02:55.000000000;2000-08-12;2000-09-16
1155;Some Things Never Change;McGraw, Tim;Country;3:56;2000-05-13;2000-07-01;4;65;0:3:56;0 days 00:03:56.000000000;2000-05-13;2000-07-01
1156;Taking You Home;Henley, Don;Rock;4:08;2000-06-24;2000-08-05;4;73;0:4:08;0 days 00:04:08.000000000;2000-06-24;2000-08-05
1157;The Way I Am;Eminem;Rap;4:40;2000-08-26;2000-09-30;4;65;0:4:40;0 days 00:04:40.000000000;2000-08-26;2000-09-30
1158;You Owe Me;Nas;R&B;3:51;2000-03-25;2000-04-15;4;59;0:3:51;0 days 00:03:51.000000000;2000-03-25;2000-04-15
1159;Change Your Mind;Sister Hazel;Rock;4:02;2000-07-15;2000-08-05;4;59;0:4:02;0 days 00:04:02.000000000;2000-07-15;2000-08-05
1160;Best Friend;Puff Daddy;Rap;5:33;2000-02-12;2000-02-19;4;79;0:5:33;0 days 00:05:33.000000000;2000-02-12;2000-02-19
1161;There You Are;McBride, Martina;Country;3:26;2000-09-09;2000-10-21;4;75;0:3:26;0 days 00:03:26.000000000;2000-09-09;2000-10-21
1162;Pop Ya Collar;Usher;Rock;3:36;2000-11-04;2000-11-18;4;60;0:3:36;0 days 00:03:36.000000000;2000-11-04;2000-11-18
1163;No Matter What They Say;Lil' Kim;Rap;4:12;2000-07-15;2000-08-05;4;60;0:4:12;0 days 00:04:12.000000000;2000-07-15;2000-08-05
1164;I Don't Wanna Kiss You Goodnight;LFO;Rock;5:00;2000-04-15;2000-04-22;4;73;0:5:00;0 days 00:05:00.000000000;2000-04-15;2000-04-22
1166;I Think God Can Explain;Splender;R&B;3:55;2000-06-10;2000-06-24;4;62;0:3:55;0 days 00:03:55.000000000;2000-06-10;2000-06-24
1167;Where You Are;Simpson, Jessica;Rock;3:51;2000-04-01;2000-04-15;4;62;0:3:51;0 days 00:03:51.000000000;2000-04-01;2000-04-15
1168;Mirror Mirror;M2M;Pop;3:19;2000-04-01;2000-05-27;4;91;0:3:19;0 days 00:03:19.000000000;2000-04-01;2000-05-27
1169;U Don't Love Me;Kumbia Kings;R&B;3:50;2000-03-04;2000-03-18;4;67;0:3:50;0 days 00:03:50.000000000;2000-03-04;2000-03-18
1170;Treat Her Like A Lady;Joe;Rock;4:12;2000-08-05;2000-08-19;4;63;0:4:12;0 days 00:04:12.000000000;2000-08-05;2000-08-19
1171;Deep Inside;Blige, Mary J.;Rock;5:26;1999-11-13;2000-01-22;4;75;0:5:26;0 days 00:05:26.000000000;1999-11-13;2000-01-22
1172;You Should've Told Me;Price, Kelly;Rock;3:12;2000-09-23;2000-12-02;4;87;0:3:12;0 days 00:03:12.000000000;2000-09-23;2000-12-02
1173;That Other Woman;Changing Faces;Rock;4:00;2000-09-30;2000-10-28;4;66;0:4:00;0 days 00:04:00.000000000;2000-09-30;2000-10-28
1174;It Was;Wright, Chely;R&B;3:51;2000-03-04;2000-04-15;4;72;0:3:51;0 days 00:03:51.000000000;2000-03-04;2000-04-15
1175;Rollin';Limp Bizkit;Rock;4:04;2000-11-11;2000-12-09;4;66;0:4:04;0 days 00:04:04.000000000;2000-11-11;2000-12-09
1176;I Need A Hot Girl;Hot Boys;Rap;4:16;2000-02-19;2000-03-11;4;65;0:4:16;0 days 00:04:16.000000000;2000-02-19;2000-03-11
1177;Do It Again (Put Ya Hands Up);Jay-Z;Rap;3:47;2000-01-15;2000-01-29;4;65;0:3:47;0 days 00:03:47.000000000;2000-01-15;2000-01-29
1178;More;Adkins, Trace;Country;3:05;2000-04-29;2000-06-17;4;73;0:3:05;0 days 00:03:05.000000000;2000-04-29;2000-06-17
1179;Cold Day In July;Dixie Chicks, The;Country;5:12;2000-06-24;2000-08-05;4;72;0:5:12;0 days 00:05:12.000000000;2000-06-24;2000-08-05
1180;As We Lay;Price, Kelly;Rock;6:20;2000-07-15;2000-08-05;4;64;0:6:20;0 days 00:06:20.000000000;2000-07-15;2000-08-05
1181;What's My Name;DMX;Rap;3:50;2000-01-15;2000-02-12;4;69;0:3:50;0 days 00:03:50.000000000;2000-01-15;2000-02-12
1182;Private Emotion;Martin, Ricky;Latin;4:02;2000-03-11;2000-03-18;4;78;0:4:02;0 days 00:04:02.000000000;2000-03-11;2000-03-18
1183;If I Am;Nine Days;Rock;4:18;2000-12-02;2000-12-02;4;94;0:4:18;0 days 00:04:18.000000000;2000-12-02;2000-12-02
1184;Give Me You;Blige, Mary J.;Rock;5:00;2000-04-15;2000-05-13;4;76;0:5:00;0 days 00:05:00.000000000;2000-04-15;2000-05-13
1185;Californication;Red Hot Chili Peppers;Rock;5:21;2000-07-29;2000-10-14;4;77;0:5:21;0 days 00:05:21.000000000;2000-07-29;2000-10-14
1186;Deep Inside Of You;Third Eye Blind;Rock;4:10;2000-09-02;2000-10-07;4;70;0:4:10;0 days 00:04:10.000000000;2000-09-02;2000-10-07
1187;Do What You Gotta Do;Brooks, Garth;Country;2:56;2000-02-19;2000-03-18;4;70;0:2:56;0 days 00:02:56.000000000;2000-02-19;2000-03-18
1188;Original Prankster;Offspring, The;Rock;3:42;2000-11-25;2000-12-09;4;70;0:3:42;0 days 00:03:42.000000000;2000-11-25;2000-12-09
1189;My Baby You;Anthony, Marc;Latin;3:59;2000-09-16;2000-10-07;4;70;0:3:59;0 days 00:03:59.000000000;2000-09-16;2000-10-07
1190;Same Script, Different Cast;Houston, Whitney;Rock;4:45;2000-06-17;2000-07-15;4;71;0:4:45;0 days 00:04:45.000000000;2000-06-17;2000-07-15
1191;Left & Right;D'Angelo;R&B;4:35;1999-12-11;2000-01-01;4;70;0:4:35;0 days 00:04:35.000000000;1999-12-11;2000-01-01
1192;I Belong To You;Kravitz, Lenny;Rock;4:17;2000-03-25;2000-04-08;4;71;0:4:17;0 days 00:04:17.000000000;2000-03-25;2000-04-08
1193;That's The Kind Of Mood I'm In;Loveless, Patty;Country;3:27;2000-09-16;2000-11-18;4;93;0:3:27;0 days 00:03:27.000000000;2000-09-16;2000-11-18
1194;Breathe And Stop;Q-Tip;Rock;4:06;2000-01-22;2000-01-22;4;82;0:4:06;0 days 00:04:06.000000000;2000-01-22;2000-01-22
1195;Can't Fight The Moonlight;Rimes, LeAnn;Country;3:33;2000-09-09;2000-09-16;4;83;0:3:33;0 days 00:03:33.000000000;2000-09-09;2000-09-16
1196;Tha Block Is Hot;Lil Wayne;Rap;4:13;1999-12-04;2000-01-08;4;84;0:4:13;0 days 00:04:13.000000000;1999-12-04;2000-01-08
1197;Baby Don't Cry (Keep Ya Head Up II);2 Pac;Rap;4:22;2000-02-26;2000-03-11;4;77;0:4:22;0 days 00:04:22.000000000;2000-02-26;2000-03-11
1198;Sleepwalker;Wallflowers, The;Rock;3:29;2000-10-28;2000-10-28;4;80;0:3:29;0 days 00:03:29.000000000;2000-10-28;2000-10-28
1199;Left, Right, Left;Drama;Rap;3:37;2000-02-12;2000-03-18;4;80;0:3:37;0 days 00:03:37.000000000;2000-02-12;2000-03-18
1200;N 2 Gether Now;Limp Bizkit;Rock;3:55;1999-12-04;2000-01-08;4;78;0:3:55;0 days 00:03:55.000000000;1999-12-04;2000-01-08
1201;Ryde or Die, Chick;Lox;Rap;3:56;2000-03-18;2000-03-25;4;84;0:3:56;0 days 00:03:56.000000000;2000-03-18;2000-03-25
1202;Whistle While You Twurk;Ying Yang Twins;Rap;4:19;2000-03-18;2000-04-29;4;85;0:4:19;0 days 00:04:19.000000000;2000-03-18;2000-04-29
1203;Live, Laugh, Love;Walker, Clay;Country;4:06;1999-12-04;2000-01-22;4;94;0:4:06;0 days 00:04:06.000000000;1999-12-04;2000-01-22
1204;No Leaf Clover (Live);Metallica;Rock;5:43;2000-02-12;2000-03-11;4;76;0:5:43;0 days 00:05:43.000000000;2000-02-12;2000-03-11
1205;Another Nine Minutes;Yankee Grey;Country;3:10;2000-04-29;2000-05-20;4;74;0:3:10;0 days 00:03:10.000000000;2000-04-29;2000-05-20
1207;It's So Hard;Big Punisher;Rap;3:25;2000-04-22;2000-05-06;4;79;0:3:25;0 days 00:03:25.000000000;2000-04-22;2000-05-06
1208;When You Need My Love;Worley, Darryl;Country;3:35;2000-06-17;2000-09-02;4;92;0:3:35;0 days 00:03:35.000000000;2000-06-17;2000-09-02
1209;How Many Licks?;Lil' Kim;Rap;3:50;2000-11-25;2000-12-02;4;86;0:3:50;0 days 00:03:50.000000000;2000-11-25;2000-12-02
1210;A Little Gasoline;Clark, Terri;Country;3:07;2000-12-16;2000-12-16;4;96;0:3:07;0 days 00:03:07.000000000;2000-12-16;2000-12-16
1212;My Love Goes On And On;Cagle, Chris;Country;3:02;2000-10-21;2000-12-02;4;87;0:3:02;0 days 00:03:02.000000000;2000-10-21;2000-12-02
1213;Put Your Hand In Mine;Byrd, Tracy;Country;4:30;2000-01-29;2000-02-12;4;76;0:4:30;0 days 00:04:30.000000000;2000-01-29;2000-02-12
1214;I Disappear;Metallica;Rock;4:26;2000-05-13;2000-06-17;4;81;0:4:26;0 days 00:04:26.000000000;2000-05-13;2000-06-17
1215;Hey Papi;Jay-Z;Rap;3:40;2000-08-12;2000-10-07;4;94;0:3:40;0 days 00:03:40.000000000;2000-08-12;2000-10-07
1216;The Rockafeller Skank;Fatboy Slim;Electronica;4:00;1999-11-13;2000-01-22;4;87;0:4:00;0 days 00:04:00.000000000;1999-11-13;2000-01-22
1217;Mr. Too Damn Good;Levert, Gerald;R&B;4:06;2000-03-18;2000-04-08;4;76;0:4:06;0 days 00:04:06.000000000;2000-03-18;2000-04-08
1218;Stay Or Let It Go;McKnight, Brian;Rock;4:32;2000-02-26;2000-03-25;4;78;0:4:32;0 days 00:04:32.000000000;2000-02-26;2000-03-25
1219;Smoke Rings In The Dark;Allan, Gary;Country;4:18;2000-01-22;2000-02-05;4;77;0:4:18;0 days 00:04:18.000000000;2000-01-22;2000-02-05
1220;The Best Man I Can Be;Ginuwine;Rock;4:06;2000-01-08;2000-03-04;4;94;0:4:06;0 days 00:04:06.000000000;2000-01-08;2000-03-04
1221;Monica;Before Dark;Rock;4:04;2000-05-20;2000-06-17;4;80;0:4:04;0 days 00:04:04.000000000;2000-05-20;2000-06-17
1223;Sour Girl;Stone Temple Pilots;Rock;4:16;2000-07-08;2000-07-29;4;78;0:4:16;0 days 00:04:16.000000000;2000-07-08;2000-07-29
1224;Daddy Won't Sell The Farm;Montgomery Gentry;Country;4:18;2000-03-04;2000-03-25;4;79;0:4:18;0 days 00:04:18.000000000;2000-03-04;2000-03-25
1225;You Won't Be Lonely Now;Cyrus, Billy Ray;Country;3:45;2000-09-23;2000-11-11;4;92;0:3:45;0 days 00:03:45.000000000;2000-09-23;2000-11-11
1226;Meanwhile Back At The Ranch;Clark Family Experience;Country;2:56;2000-11-18;2000-12-16;4;92;0:2:56;0 days 00:02:56.000000000;2000-11-18;2000-12-16
1227;Summer Rain;Thomas, Carl;Rock;4:57;2000-09-23;2000-10-14;4;80;0:4:57;0 days 00:04:57.000000000;2000-09-23;2000-10-14
1228;Real Live Woman;Yearwood, Trisha;Country;3:55;2000-04-01;2000-04-29;4;82;0:3:55;0 days 00:03:55.000000000;2000-04-01;2000-04-29
1229;Shut Up;Trick Daddy;Rap;4:17;2000-05-20;2000-06-17;4;87;0:4:17;0 days 00:04:17.000000000;2000-05-20;2000-06-17
1230;Straight Up;Moore, Chante;Rock;3:40;2000-10-28;2000-12-02;4;90;0:3:40;0 days 00:03:40.000000000;2000-10-28;2000-12-02
1231;What Means The World To You;Cam'ron;Rap;4:38;2000-10-14;2000-11-18;4;91;0:4:38;0 days 00:04:38.000000000;2000-10-14;2000-11-18
1232;U Understand;Juvenile;Rap;3:51;2000-02-05;2000-02-12;4;98;0:3:51;0 days 00:03:51.000000000;2000-02-05;2000-02-12
1233;Can't Stay;Hollister, Dave;Rock;6:17;2000-03-25;2000-03-25;4;98;0:6:17;0 days 00:06:17.000000000;2000-03-25;2000-03-25
1234;Can't Go For That;Tamia;Rock;3:38;2000-09-16;2000-09-30;4;88;0:3:38;0 days 00:03:38.000000000;2000-09-16;2000-09-30
1235;West Side Story;LFO;Rock;3:27;2000-08-05;2000-08-12;4;96;0:3:27;0 days 00:03:27.000000000;2000-08-05;2000-08-12
1236;Me Neither;Paisley, Brad;Country;3:19;2000-05-13;2000-05-20;4;92;0:3:19;0 days 00:03:19.000000000;2000-05-13;2000-05-20
1237;Take That;Carter, Torrey;Rock;3:43;2000-06-24;2000-07-08;4;91;0:3:43;0 days 00:03:43.000000000;2000-06-24;2000-07-08
1239;Don't Call Me Baby;Madison Avenue;Electronica;3:44;2000-07-08;2000-09-16;4;93;0:3:44;0 days 00:03:44.000000000;2000-07-08;2000-09-16
1240;Got It All;Eve;Rap;3:48;2000-07-15;2000-07-22;4;91;0:3:48;0 days 00:03:48.000000000;2000-07-15;2000-07-22
1241;Re-Arranged;Limp Bizkit;Rock;4:08;1999-12-04;2000-02-05;4;95;0:4:08;0 days 00:04:08.000000000;1999-12-04;2000-02-05
1243;3 Little Words;Nu Flavor;R&B;3:54;2000-06-03;2000-06-17;4;89;0:3:54;0 days 00:03:54.000000000;2000-06-03;2000-06-17
1244;If You Don't Wanna Love Me;Tamar;Rock;4:02;2000-03-25;2000-04-15;4;89;0:4:02;0 days 00:04:02.000000000;2000-03-25;2000-04-15
1245;Baby U Are;Levert, Gerald;R&B;4:10;2000-08-19;2000-08-26;4;96;0:4:10;0 days 00:04:10.000000000;2000-08-19;2000-08-26
